From;To;Length in meter
a2705;a7705;9061
a2706;a2707;40819
a2706;a7706;31062
a2707;a2708;4794
a2707;a7707;49834
a2708;a2709;35085
a2708;a7708;37496
a2709;a2710;25177
a2709;a7709;19646
a2710;a2711;11550
a2710;a7710;33400
a2711;a2712;43753
a2711;a7711;8485
a2712;a2713;51307
a2712;a7712;32898
a2713;a2714;44070
a2713;a7713;10469
a2714;a2715;17127
a2714;a7714;22763
a2715;a2716;2830
a2715;a7715;37308
a2716;a2717;50875
a2716;a7716;5505
a2717;a2718;15458
a2717;a7717;8614
a2718;a2719;5296
a2718;a7718;37722
a2719;a2720;14737
a2719;a7719;2114
a2720;a2721;10180
a2720;a7720;50318
a2721;a2722;16730
a2721;a7721;4279
a2722;a2723;32351
a2722;a7722;51695
a2723;a2724;25894
a2723;a7723;35963
a2724;a2725;37401
a2724;a7724;31071
a2725;a2726;43091
a2725;a7725;38176
a2726;a2727;48640
a2726;a7726;46723
a2727;a2728;46019
a2727;a7727;40329
a2728;a2729;25349
a2728;a7728;3139
a2729;a2730;51457
a2729;a7729;46977
a2730;a2731;48089
a2730;a7730;41803
a2731;a2732;22718
a2731;a7731;19390
a2732;a2733;3573
a2732;a7732;42669
a2733;a2734;3676
a2733;a7733;45105
a2734;a2735;5372
a2734;a7734;7245
a2735;a2736;42839
a2735;a7735;32038
a2736;a2737;19632
a2736;a7736;19643
a2737;a2738;17081
a2737;a7737;33710
a2738;a2739;36866
a2738;a7738;8984
a2739;a2740;24840
a2739;a7739;8646
a2740;a2741;41892
a2740;a7740;15052
a2741;a2742;42867
a2741;a7741;40137
a2742;a2743;34024
a2742;a7742;39295
a2743;a2744;28935
a2743;a7743;42189
a2744;a2745;38750
a2744;a7744;44887
a2745;a2746;5316
a2745;a7745;3710
a2746;a2747;30289
a2746;a7746;2864
a2747;a2748;24276
a2747;a7747;25776
a2748;a2749;51658
a2748;a7748;16147
a2749;a2750;47377
a2749;a7749;36153
a2750;a2751;25195
a2750;a7750;39643
a2751;a2752;14929
a2751;a7751;21166
a2752;a2753;41824
a2752;a7752;2540
a2753;a2754;40600
a2753;a7753;47472
a2754;a2755;51779
a2754;a7754;28455
a2755;a2756;38891
a2755;a7755;5339
a2756;a2757;2997
a2756;a7756;40095
a2757;a2758;29934
a2757;a7757;40608
a2758;a2759;35937
a2758;a7758;27785
a2759;a2760;16928
a2759;a7759;4694
a2760;a2761;45182
a2760;a7760;5362
a2761;a2762;46404
a2761;a7761;40692
a2762;a2763;8867
a2762;a7762;22693
a2763;a2764;40465
a2763;a7763;38938
a2764;a2765;16708
a2764;a7764;51411
a2765;a2766;33170
a2765;a7765;37220
a2766;a2767;46213
a2766;a7766;9311
a2767;a2768;50310
a2767;a7767;9249
a2768;a2769;44496
a2768;a7768;39310
a2769;a2770;42969
a2769;a7769;29961
a2770;a2771;20066
a2770;a7770;10860
a2771;a2772;20453
a2771;a7771;27763
a2772;a2773;34934
a2772;a7772;15288
a2773;a2774;27465
a2773;a7773;31925
a2774;a2775;12429
a2774;a7774;31633
a2775;a2776;23706
a2775;a7775;47980
a2776;a2777;40233
a2776;a7776;46279
a2777;a2778;51494
a2777;a7777;45217
a2778;a2779;51308
a2778;a7778;17891
a2779;a2780;18440
a2779;a7779;18138
a2780;a2781;7645
a2780;a7780;39028
a2781;a2782;27732
a2781;a7781;38079
a2782;a2783;43031
a2782;a7782;7115
a2783;a2784;8178
a2783;a7783;42135
a2784;a2785;41430
a2784;a7784;30477
a2785;a2786;29775
a2785;a7785;13959
a2786;a2787;36956
a2786;a7786;9562
a2787;a2788;38296
a2787;a7787;45075
a2788;a2789;19952
a2788;a7788;49605
a2789;a2790;4152
a2789;a7789;25921
a2790;a2791;21178
a2790;a7790;28570
a2791;a2792;6599
a2791;a7791;2994
a2792;a2793;22787
a2792;a7792;13430
a2793;a2794;14278
a2793;a7793;2210
a2794;a2795;10383
a2794;a7794;38558
a2795;a2796;27020
a2795;a7795;8845
a2796;a2797;35232
a2796;a7796;32365
a2797;a2798;11846
a2797;a7797;11301
a2798;a2799;49478
a2798;a7798;2155
a2799;a2800;48213
a2799;a7799;9316
a2800;a2801;10082
a2800;a7800;12622
a2801;a2802;43670
a2801;a7801;7248
a2802;a2803;19122
a2802;a7802;20430
a2803;a2804;41281
a2803;a7803;9542
a2804;a2805;29081
a2804;a7804;5859
a2805;a2806;14498
a2805;a7805;8654
a2806;a2807;41803
a2806;a7806;22635
a2807;a2808;33410
a2807;a7807;5288
a2808;a2809;18904
a2808;a7808;18767
a2809;a2810;38781
a2809;a7809;27086
a2810;a2811;49587
a2810;a7810;14432
a2811;a2812;26660
a2811;a7811;14667
a2812;a2813;39079
a2812;a7812;7798
a2813;a2814;26925
a2813;a7813;23243
a2814;a2815;37168
a2814;a7814;16038
a2815;a2816;3676
a2815;a7815;43980
a2816;a2817;21708
a2816;a7816;46713
a2817;a2818;14026
a2817;a7817;31718
a2818;a2819;36365
a2818;a7818;34235
a2819;a2820;34575
a2819;a7819;34715
a2820;a2821;5385
a2820;a7820;17160
a2821;a2822;51591
a2821;a7821;7651
a2822;a2823;10682
a2822;a7822;24691
a2823;a2824;11758
a2823;a7823;51318
a2824;a2825;18191
a2824;a7824;34979
a2825;a2826;45263
a2825;a7825;11115
a2826;a2827;31077
a2826;a7826;13536
a2827;a2828;51919
a2827;a7827;31768
a2828;a2829;27143
a2828;a7828;37411
a2829;a2830;34057
a2829;a7829;7535
a2830;a2831;6569
a2830;a7830;9640
a2831;a2832;17005
a2831;a7831;35554
a2832;a2833;33987
a2832;a7832;18929
a2833;a2834;19098
a2833;a7833;24983
a2834;a2835;5809
a2834;a7834;51537
a2835;a2836;18374
a2835;a7835;36102
a2836;a2837;9714
a2836;a7836;15870
a2837;a2838;12394
a2837;a7837;21640
a2838;a2839;18261
a2838;a7838;45446
a2839;a2840;30923
a2839;a7839;17248
a2840;a2841;22683
a2840;a7840;2572
a2841;a2842;38635
a2841;a7841;29280
a2842;a2843;16114
a2842;a7842;13318
a2843;a2844;6436
a2843;a7843;45795
a2844;a2845;27729
a2844;a7844;24205
a2845;a2846;35527
a2845;a7845;51064
a2846;a2847;40562
a2846;a7846;32377
a2847;a2848;37911
a2847;a7847;4759
a2848;a2849;46154
a2848;a7848;3999
a2849;a2850;10677
a2849;a7849;4487
a2850;a2851;48587
a2850;a7850;10083
a2851;a2852;39125
a2851;a7851;34345
a2852;a2853;28957
a2852;a7852;25056
a2853;a2854;25528
a2853;a7853;12788
a2854;a2855;18875
a2854;a7854;50968
a2855;a2856;16196
a2855;a7855;40243
a2856;a2857;8219
a2856;a7856;49451
a2857;a2858;39361
a2857;a7857;10641
a2858;a2859;28002
a2858;a7858;34295
a2859;a2860;20395
a2859;a7859;41300
a2860;a2861;3996
a2860;a7860;49802
a2861;a2862;8858
a2861;a7861;42459
a2862;a2863;20511
a2862;a7862;33974
a2863;a2864;33971
a2863;a7863;41156
a2864;a2865;16621
a2864;a7864;41024
a2865;a2866;51251
a2865;a7865;44120
a2866;a2867;9032
a2866;a7866;24694
a2867;a2868;3243
a2867;a7867;20889
a2868;a2869;46790
a2868;a7868;12447
a2869;a2870;41551
a2869;a7869;11436
a2870;a2871;3058
a2870;a7870;30703
a2871;a2872;45718
a2871;a7871;12270
a2872;a2873;48319
a2872;a7872;22999
a2873;a2874;26868
a2873;a7873;21194
a2874;a2875;27526
a2874;a7874;36193
a2875;a2876;20500
a2875;a7875;23666
a2876;a2877;30954
a2876;a7876;34650
a2877;a2878;3341
a2877;a7877;33083
a2878;a2879;4824
a2878;a7878;38728
a2879;a2880;13730
a2879;a7879;3193
a2880;a2881;43109
a2880;a7880;21812
a2881;a2882;13665
a2881;a7881;13326
a2882;a2883;36366
a2882;a7882;39662
a2883;a2884;3335
a2883;a7883;36160
a2884;a2885;26932
a2884;a7884;6885
a2885;a2886;35742
a2885;a7885;33337
a2886;a2887;32356
a2886;a7886;27991
a2887;a2888;29831
a2887;a7887;36398
a2888;a2889;50560
a2888;a7888;34656
a2889;a2890;45454
a2889;a7889;9235
a2890;a2891;50891
a2890;a7890;26592
a2891;a2892;12441
a2891;a7891;3531
a2892;a2893;34968
a2892;a7892;10730
a2893;a2894;49066
a2893;a7893;10515
a2894;a2895;20018
a2894;a7894;32279
a2895;a2896;12289
a2895;a7895;30759
a2896;a2897;5273
a2896;a7896;41708
a2897;a2898;43273
a2897;a7897;28716
a2898;a2899;28890
a2898;a7898;43642
a2899;a2900;6921
a2899;a7899;10237
a2900;a2901;8897
a2900;a7900;27289
a2901;a2902;23389
a2901;a7901;9393
a2902;a2903;36649
a2902;a7902;33089
a2903;a2904;2922
a2903;a7903;45596
a2904;a2905;5456
a2904;a7904;17001
a2905;a2906;22698
a2905;a7905;13218
a2906;a2907;10167
a2906;a7906;32068
a2907;a2908;25870
a2907;a7907;43707
a2908;a2909;45761
a2908;a7908;6755
a2909;a2910;28462
a2909;a7909;34536
a2910;a2911;14285
a2910;a7910;10877
a2911;a2912;39405
a2911;a7911;20228
a2912;a2913;19826
a2912;a7912;12919
a2913;a2914;32604
a2913;a7913;18180
a2914;a2915;40674
a2914;a7914;47041
a2915;a2916;7652
a2915;a7915;16025
a2916;a2917;16243
a2916;a7916;24098
a2917;a2918;37568
a2917;a7917;27888
a2918;a2919;23956
a2918;a7918;38683
a2919;a2920;27768
a2919;a7919;34031
a2920;a2921;47829
a2920;a7920;43331
a2921;a2922;50367
a2921;a7921;32121
a2922;a2923;6219
a2922;a7922;31836
a2923;a2924;21869
a2923;a7923;18612
a2924;a2925;10917
a2924;a7924;45885
a2925;a2926;10323
a2925;a7925;35617
a2926;a2927;23552
a2926;a7926;43148
a2927;a2928;40088
a2927;a7927;12009
a2928;a2929;8172
a2928;a7928;40352
a2929;a2930;8514
a2929;a7929;47495
a2930;a2931;50742
a2930;a7930;21916
a2931;a2932;39032
a2931;a7931;34931
a2932;a2933;27326
a2932;a7932;33238
a2933;a2934;19425
a2933;a7933;39226
a2934;a2935;2757
a2934;a7934;7906
a2935;a2936;12384
a2935;a7935;50867
a2936;a2937;30692
a2936;a7936;9743
a2937;a2938;27821
a2937;a7937;8300
a2938;a2939;4156
a2938;a7938;3891
a2939;a2940;12920
a2939;a7939;36186
a2940;a2941;22876
a2940;a7940;5923
a2941;a2942;46345
a2941;a7941;25907
a2942;a2943;50053
a2942;a7942;44364
a2943;a2944;17694
a2943;a7943;40596
a2944;a2945;26528
a2944;a7944;9938
a2945;a2946;31849
a2945;a7945;9441
a2946;a2947;44768
a2946;a7946;4363
a2947;a2948;50640
a2947;a7947;35036
a2948;a2949;8551
a2948;a7948;42569
a2949;a2950;20965
a2949;a7949;23169
a2950;a2951;16802
a2950;a7950;4860
a2951;a2952;39364
a2951;a7951;6565
a2952;a2953;11625
a2952;a7952;29710
a2953;a2954;17929
a2953;a7953;22859
a2954;a2955;21263
a2954;a7954;33652
a2955;a2956;45377
a2955;a7955;22318
a2956;a2957;8446
a2956;a7956;42024
a2957;a2958;30159
a2957;a7957;22713
a2958;a2959;3386
a2958;a7958;13209
a2959;a2960;19519
a2959;a7959;47117
a2960;a2961;8552
a2960;a7960;39463
a2961;a2962;9597
a2961;a7961;25409
a2962;a2963;9262
a2962;a7962;9409
a2963;a2964;46847
a2963;a7963;11771
a2964;a2965;10125
a2964;a7964;20841
a2965;a2966;20327
a2965;a7965;18571
a2966;a2967;42429
a2966;a7966;37628
a2967;a2968;7734
a2967;a7967;41680
a2968;a2969;51647
a2968;a7968;41164
a2969;a2970;15468
a2969;a7969;3504
a2970;a2971;27446
a2970;a7970;35104
a2971;a2972;44437
a2971;a7971;17773
a2972;a2973;30797
a2972;a7972;21900
a2973;a2974;18862
a2973;a7973;34495
a2974;a2975;4082
a2974;a7974;31046
a2975;a2976;34901
a2975;a7975;4380
a2976;a2977;20472
a2976;a7976;41900
a2977;a2978;19554
a2977;a7977;9512
a2978;a2979;38259
a2978;a7978;8407
a2979;a2980;38043
a2979;a7979;41087
a2980;a2981;24310
a2980;a7980;9154
a2981;a2982;49575
a2981;a7981;15616
a2982;a2983;48379
a2982;a7982;13796
a2983;a2984;37290
a2983;a7983;8163
a2984;a2985;26600
a2984;a7984;26077
a2985;a2986;28038
a2985;a7985;44910
a2986;a2987;8168
a2986;a7986;34442
a2987;a2988;21609
a2987;a7987;37610
a2988;a2989;3968
a2988;a7988;23524
a2989;a2990;17054
a2989;a7989;9346
a2990;a2991;49668
a2990;a7990;23687
a2991;a2992;5808
a2991;a7991;4426
a2992;a2993;28711
a2992;a7992;51239
a2993;a2994;47477
a2993;a7993;45200
a2994;a2995;2509
a2994;a7994;18929
a2995;a2996;4351
a2995;a7995;45133
a2996;a2997;6170
a2996;a7996;24908
a2997;a2998;34977
a2997;a7997;10552
a2998;a2999;18106
a2998;a7998;8468
a2999;a3000;35449
a2999;a7999;13156
a3000;a3001;51020
a3000;a8000;42538
a3001;a3002;19467
a3001;a8001;41579
a3002;a3003;39890
a3002;a8002;16210
a3003;a3004;44686
a3003;a8003;43109
a3004;a3005;19864
a3004;a8004;45338
a3005;a3006;23367
a3005;a8005;45979
a3006;a3007;43230
a3006;a8006;35659
a3007;a3008;49941
a3007;a8007;8574
a3008;a3009;30013
a3008;a8008;10815
a3009;a3010;36741
a3009;a8009;24367
a3010;a3011;31169
a3010;a8010;7154
a3011;a3012;21851
a3011;a8011;20427
a3012;a3013;6828
a3012;a8012;28260
a3013;a3014;49789
a3013;a8013;22932
a3014;a3015;34595
a3014;a8014;44784
a3015;a3016;26591
a3015;a8015;25293
a3016;a3017;14517
a3016;a8016;19335
a3017;a3018;15720
a3017;a8017;33200
a3018;a3019;28008
a3018;a8018;31947
a3019;a3020;20217
a3019;a8019;26195
a3020;a3021;37764
a3020;a8020;28953
a3021;a3022;39501
a3021;a8021;17217
a3022;a3023;34482
a3022;a8022;16971
a3023;a3024;46324
a3023;a8023;9973
a3024;a3025;44074
a3024;a8024;24140
a3025;a3026;50503
a3025;a8025;48966
a3026;a3027;5987
a3026;a8026;2766
a3027;a3028;51301
a3027;a8027;28531
a3028;a3029;19218
a3028;a8028;51079
a3029;a3030;29539
a3029;a8029;25343
a3030;a3031;27677
a3030;a8030;36940
a3031;a3032;43911
a3031;a8031;43498
a3032;a3033;30652
a3032;a8032;13037
a3033;a3034;23309
a3033;a8033;12515
a3034;a3035;7297
a3034;a8034;21330
a3035;a3036;38473
a3035;a8035;6361
a3036;a3037;36317
a3036;a8036;44360
a3037;a3038;41757
a3037;a8037;5975
a3038;a3039;23324
a3038;a8038;22381
a3039;a3040;33403
a3039;a8039;8648
a3040;a3041;18665
a3040;a8040;18230
a3041;a3042;46356
a3041;a8041;45117
a3042;a3043;17997
a3042;a8042;26343
a3043;a3044;39357
a3043;a8043;49226
a3044;a3045;36331
a3044;a8044;38400
a3045;a3046;49808
a3045;a8045;35650
a3046;a3047;33841
a3046;a8046;45702
a3047;a3048;33754
a3047;a8047;28286
a3048;a3049;48315
a3048;a8048;27569
a3049;a3050;10196
a3049;a8049;45678
a3050;a3051;4846
a3050;a8050;45813
a3051;a3052;30925
a3051;a8051;40093
a3052;a3053;28049
a3052;a8052;37629
a3053;a3054;15069
a3053;a8053;3749
a3054;a3055;25912
a3054;a8054;23168
a3055;a3056;19640
a3055;a8055;49051
a3056;a3057;47259
a3056;a8056;19442
a3057;a3058;13486
a3057;a8057;39720
a3058;a3059;36704
a3058;a8058;29253
a3059;a3060;32293
a3059;a8059;46182
a3060;a3061;21976
a3060;a8060;2382
a3061;a3062;16516
a3061;a8061;21727
a3062;a3063;18549
a3062;a8062;46424
a3063;a3064;22473
a3063;a8063;45559
a3064;a3065;25595
a3064;a8064;46297
a3065;a3066;49208
a3065;a8065;5113
a3066;a3067;15501
a3066;a8066;34771
a3067;a3068;40206
a3067;a8067;42791
a3068;a3069;36360
a3068;a8068;41118
a3069;a3070;49538
a3069;a8069;21601
a3070;a3071;3219
a3070;a8070;31394
a3071;a3072;6611
a3071;a8071;20109
a3072;a3073;49162
a3072;a8072;41796
a3073;a3074;22335
a3073;a8073;49567
a3074;a3075;41778
a3074;a8074;46041
a3075;a3076;2223
a3075;a8075;45136
a3076;a3077;44025
a3076;a8076;38761
a3077;a3078;18703
a3077;a8077;18696
a3078;a3079;11052
a3078;a8078;9568
a3079;a3080;45764
a3079;a8079;22904
a3080;a3081;16168
a3080;a8080;26604
a3081;a3082;23940
a3081;a8081;14881
a3082;a3083;39801
a3082;a8082;44147
a3083;a3084;2591
a3083;a8083;23196
a3084;a3085;35032
a3084;a8084;46179
a3085;a3086;49464
a3085;a8085;13647
a3086;a3087;2103
a3086;a8086;36674
a3087;a3088;24597
a3087;a8087;17772
a3088;a3089;12136
a3088;a8088;37809
a3089;a3090;36754
a3089;a8089;32952
a3090;a3091;17240
a3090;a8090;9328
a3091;a3092;35822
a3091;a8091;24564
a3092;a3093;20165
a3092;a8092;5803
a3093;a3094;43814
a3093;a8093;8663
a3094;a3095;51703
a3094;a8094;43722
a3095;a3096;40520
a3095;a8095;18397
a3096;a3097;18166
a3096;a8096;6974
a3097;a3098;47166
a3097;a8097;8539
a3098;a3099;34421
a3098;a8098;27587
a3099;a3100;42959
a3099;a8099;30312
a3100;a3101;50225
a3100;a8100;38360
a3101;a3102;4883
a3101;a8101;13042
a3102;a3103;8866
a3102;a8102;5444
a3103;a3104;30686
a3103;a8103;20063
a3104;a3105;47526
a3104;a8104;11826
a3105;a3106;38667
a3105;a8105;3785
a3106;a3107;8152
a3106;a8106;27199
a3107;a3108;35543
a3107;a8107;18855
a3108;a3109;26155
a3108;a8108;15763
a3109;a3110;5481
a3109;a8109;12952
a3110;a3111;51773
a3110;a8110;51111
a3111;a3112;49172
a3111;a8111;51896
a3112;a3113;35554
a3112;a8112;26570
a3113;a3114;41745
a3113;a8113;49499
a3114;a3115;25109
a3114;a8114;20088
a3115;a3116;32270
a3115;a8115;12831
a3116;a3117;24982
a3116;a8116;45111
a3117;a3118;25593
a3117;a8117;30464
a3118;a3119;15324
a3118;a8118;42730
a3119;a3120;19363
a3119;a8119;24626
a3120;a3121;7889
a3120;a8120;45847
a3121;a3122;15221
a3121;a8121;8197
a3122;a3123;39806
a3122;a8122;23098
a3123;a3124;33344
a3123;a8123;33984
a3124;a3125;16575
a3124;a8124;38838
a3125;a3126;33807
a3125;a8125;46844
a3126;a3127;15763
a3126;a8126;45626
a3127;a3128;36533
a3127;a8127;48845
a3128;a3129;2013
a3128;a8128;7313
a3129;a3130;34031
a3129;a8129;13893
a3130;a3131;32124
a3130;a8130;34138
a3131;a3132;7532
a3131;a8131;41056
a3132;a3133;46231
a3132;a8132;45989
a3133;a3134;37696
a3133;a8133;15106
a3134;a3135;47369
a3134;a8134;16410
a3135;a3136;45611
a3135;a8135;48778
a3136;a3137;17121
a3136;a8136;37860
a3137;a3138;8453
a3137;a8137;13659
a3138;a3139;49417
a3138;a8138;38219
a3139;a3140;16903
a3139;a8139;25688
a3140;a3141;8075
a3140;a8140;19624
a3141;a3142;28147
a3141;a8141;36815
a3142;a3143;26221
a3142;a8142;33329
a3143;a3144;19152
a3143;a8143;46566
a3144;a3145;17310
a3144;a8144;48464
a3145;a3146;9782
a3145;a8145;35933
a3146;a3147;8182
a3146;a8146;18361
a3147;a3148;4274
a3147;a8147;41325
a3148;a3149;34285
a3148;a8148;45365
a3149;a3150;42625
a3149;a8149;28158
a3150;a3151;6032
a3150;a8150;43989
a3151;a3152;10500
a3151;a8151;42051
a3152;a3153;13083
a3152;a8152;2670
a3153;a3154;27444
a3153;a8153;10590
a3154;a3155;30307
a3154;a8154;46400
a3155;a3156;18342
a3155;a8155;40137
a3156;a3157;25133
a3156;a8156;6067
a3157;a3158;22395
a3157;a8157;50266
a3158;a3159;41054
a3158;a8158;5479
a3159;a3160;7149
a3159;a8159;13067
a3160;a3161;46179
a3160;a8160;33705
a3161;a3162;32564
a3161;a8161;15770
a3162;a3163;38886
a3162;a8162;28658
a3163;a3164;51516
a3163;a8163;42935
a3164;a3165;44849
a3164;a8164;7627
a3165;a3166;38678
a3165;a8165;28794
a3166;a3167;21050
a3166;a8166;41860
a3167;a3168;9291
a3167;a8167;11248
a3168;a3169;2725
a3168;a8168;35229
a3169;a3170;22975
a3169;a8169;26465
a3170;a3171;38600
a3170;a8170;31514
a3171;a3172;15446
a3171;a8171;17109
a3172;a3173;8303
a3172;a8172;40922
a3173;a3174;12763
a3173;a8173;37765
a3174;a3175;3344
a3174;a8174;44049
a3175;a3176;8570
a3175;a8175;28333
a3176;a3177;29699
a3176;a8176;50715
a3177;a3178;24666
a3177;a8177;39860
a3178;a3179;5675
a3178;a8178;11847
a3179;a3180;29239
a3179;a8179;37565
a3180;a3181;33513
a3180;a8180;4885
a3181;a3182;5054
a3181;a8181;22661
a3182;a3183;16931
a3182;a8182;37077
a3183;a3184;42023
a3183;a8183;7987
a3184;a3185;29721
a3184;a8184;36464
a3185;a3186;24689
a3185;a8185;2434
a3186;a3187;12407
a3186;a8186;27364
a3187;a3188;45384
a3187;a8187;5667
a3188;a3189;34967
a3188;a8188;15707
a3189;a3190;48070
a3189;a8189;37782
a3190;a3191;13664
a3190;a8190;39739
a3191;a3192;46225
a3191;a8191;28127
a3192;a3193;9164
a3192;a8192;23254
a3193;a3194;10500
a3193;a8193;13820
a3194;a3195;11256
a3194;a8194;51812
a3195;a3196;38356
a3195;a8195;51201
a3196;a3197;32764
a3196;a8196;27178
a3197;a3198;48384
a3197;a8197;22859
a3198;a3199;41514
a3198;a8198;41617
a3199;a3200;36617
a3199;a8199;28753
a3200;a3201;4585
a3200;a8200;51613
a3201;a3202;40750
a3201;a8201;32424
a3202;a3203;3517
a3202;a8202;20072
a3203;a3204;30931
a3203;a8203;42328
a3204;a3205;2588
a3204;a8204;37157
a3205;a3206;32517
a3205;a8205;43924
a3206;a3207;14889
a3206;a8206;22497
a3207;a3208;37041
a3207;a8207;10292
a3208;a3209;12471
a3208;a8208;5741
a3209;a3210;22517
a3209;a8209;7794
a3210;a3211;17548
a3210;a8210;28139
a3211;a3212;33183
a3211;a8211;28560
a3212;a3213;41481
a3212;a8212;5176
a3213;a3214;11764
a3213;a8213;23436
a3214;a3215;7038
a3214;a8214;39154
a3215;a3216;34464
a3215;a8215;27445
a3216;a3217;47310
a3216;a8216;21048
a3217;a3218;19994
a3217;a8217;14759
a3218;a3219;21586
a3218;a8218;12976
a3219;a3220;19187
a3219;a8219;41737
a3220;a3221;24462
a3220;a8220;6179
a3221;a3222;40978
a3221;a8221;34671
a3222;a3223;39512
a3222;a8222;4536
a3223;a3224;33900
a3223;a8223;3546
a3224;a3225;2985
a3224;a8224;40336
a3225;a3226;19610
a3225;a8225;14313
a3226;a3227;46119
a3226;a8226;37263
a3227;a3228;16410
a3227;a8227;30012
a3228;a3229;26940
a3228;a8228;45389
a3229;a3230;46289
a3229;a8229;35366
a3230;a3231;43705
a3230;a8230;34320
a3231;a3232;38527
a3231;a8231;40425
a3232;a3233;42484
a3232;a8232;43609
a3233;a3234;26599
a3233;a8233;16266
a3234;a3235;40831
a3234;a8234;4018
a3235;a3236;32800
a3235;a8235;49845
a3236;a3237;37970
a3236;a8236;9311
a3237;a3238;46778
a3237;a8237;15617
a3238;a3239;19459
a3238;a8238;35853
a3239;a3240;29994
a3239;a8239;48781
a3240;a3241;40927
a3240;a8240;26518
a3241;a3242;18023
a3241;a8241;18652
a3242;a3243;41125
a3242;a8242;26109
a3243;a3244;46571
a3243;a8243;41005
a3244;a3245;39313
a3244;a8244;27868
a3245;a3246;45087
a3245;a8245;35043
a3246;a3247;15744
a3246;a8246;14478
a3247;a3248;23933
a3247;a8247;24066
a3248;a3249;6923
a3248;a8248;2434
a3249;a3250;27229
a3249;a8249;48889
a3250;a3251;19210
a3250;a8250;25641
a3251;a3252;33683
a3251;a8251;9580
a3252;a3253;25329
a3252;a8252;22670
a3253;a3254;11980
a3253;a8253;24200
a3254;a3255;8404
a3254;a8254;22243
a3255;a3256;25660
a3255;a8255;42866
a3256;a3257;7241
a3256;a8256;3165
a3257;a3258;34761
a3257;a8257;31700
a3258;a3259;44755
a3258;a8258;38233
a3259;a3260;8015
a3259;a8259;43991
a3260;a3261;38676
a3260;a8260;16414
a3261;a3262;39850
a3261;a8261;25260
a3262;a3263;49976
a3262;a8262;23987
a3263;a3264;11071
a3263;a8263;4804
a3264;a3265;19799
a3264;a8264;3289
a3265;a3266;40707
a3265;a8265;8797
a3266;a3267;30121
a3266;a8266;47176
a3267;a3268;49238
a3267;a8267;39021
a3268;a3269;46844
a3268;a8268;28415
a3269;a3270;40165
a3269;a8269;46941
a3270;a3271;16580
a3270;a8270;5819
a3271;a3272;7735
a3271;a8271;44940
a3272;a3273;39979
a3272;a8272;43137
a3273;a3274;43499
a3273;a8273;35312
a3274;a3275;35161
a3274;a8274;22468
a3275;a3276;43377
a3275;a8275;2846
a3276;a3277;34503
a3276;a8276;31279
a3277;a3278;9869
a3277;a8277;8701
a3278;a3279;26877
a3278;a8278;50969
a3279;a3280;51184
a3279;a8279;41684
a3280;a3281;15261
a3280;a8280;25395
a3281;a3282;50160
a3281;a8281;27998
a3282;a3283;6586
a3282;a8282;39741
a3283;a3284;11075
a3283;a8283;22073
a3284;a3285;36663
a3284;a8284;43696
a3285;a3286;41717
a3285;a8285;49182
a3286;a3287;8098
a3286;a8286;8030
a3287;a3288;41396
a3287;a8287;45215
a3288;a3289;33174
a3288;a8288;10352
a3289;a3290;42986
a3289;a8289;40178
a3290;a3291;26906
a3290;a8290;4064
a3291;a3292;48548
a3291;a8291;9794
a3292;a3293;37674
a3292;a8292;34375
a3293;a3294;3567
a3293;a8293;23923
a3294;a3295;34145
a3294;a8294;26578
a3295;a3296;24470
a3295;a8295;51409
a3296;a3297;37569
a3296;a8296;34764
a3297;a3298;27686
a3297;a8297;38453
a3298;a3299;47941
a3298;a8298;3631
a3299;a3300;6234
a3299;a8299;11638
a3300;a3301;11024
a3300;a8300;12111
a3301;a3302;11606
a3301;a8301;17320
a3302;a3303;10760
a3302;a8302;35177
a3303;a3304;24507
a3303;a8303;46274
a3304;a3305;48216
a3304;a8304;29369
a3305;a3306;37957
a3305;a8305;6178
a3306;a3307;33900
a3306;a8306;18331
a3307;a3308;30146
a3307;a8307;44835
a3308;a3309;24976
a3308;a8308;26977
a3309;a3310;22531
a3309;a8309;43848
a3310;a3311;32763
a3310;a8310;36767
a3311;a3312;50674
a3311;a8311;45890
a3312;a3313;8715
a3312;a8312;10023
a3313;a3314;21510
a3313;a8313;48680
a3314;a3315;39029
a3314;a8314;8206
a3315;a3316;40906
a3315;a8315;45291
a3316;a3317;39011
a3316;a8316;7662
a3317;a3318;19669
a3317;a8317;13543
a3318;a3319;38369
a3318;a8318;46433
a3319;a3320;4469
a3319;a8319;6867
a3320;a3321;37733
a3320;a8320;17469
a3321;a3322;32539
a3321;a8321;25249
a3322;a3323;44838
a3322;a8322;6783
a3323;a3324;25488
a3323;a8323;47665
a3324;a3325;16102
a3324;a8324;9927
a3325;a3326;18046
a3325;a8325;36742
a3326;a3327;35563
a3326;a8326;46556
a3327;a3328;12183
a3327;a8327;32295
a3328;a3329;8554
a3328;a8328;30747
a3329;a3330;5638
a3329;a8329;32872
a3330;a3331;31884
a3330;a8330;44293
a3331;a3332;16649
a3331;a8331;23456
a3332;a3333;25802
